DATAFLOW,LAST UPDATE,freq,sex,age,training,wstatus,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Galicia,2024,8.9,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Principado de Asturias,2024,9.6,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Cantabria,2024,5.4,du,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Noreste,2024,7.4,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,País Vasco,2024,6.4,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Comunidad Foral de Navarra,2024,8.1,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,La Rioja,2024,11.3,du,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Aragón,2024,7.8,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Comunidad de Madrid,2024,9.3,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Centro (ES),2024,9.5,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Castilla y León,2024,9.4,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Castilla-La Mancha,2024,10.2,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Extremadura,2024,8.6,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Este,2024,10.6,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Cataluña,2024,11.9,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Comunitat Valenciana,2024,8.3,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Illes Balears,2024,12.0,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Sur,2024,11.7,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Andalucía,2024,11.7,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Región de Murcia,2024,11.2,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Ciudad de Ceuta,2024,11.2,du,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Ciudad de Melilla,2024,18.4,du,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Canarias,2024,11.1,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,European Union - 27 countries (from 2020),2024,9.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Finland,2024,8.3,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Manner-Suomi,2024,8.3,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Länsi-Suomi,2024,7.8,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Helsinki-Uusimaa,2024,6.9,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Etelä-Suomi,2024,9.5,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Pohjois- ja Itä-Suomi,2024,10.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Åland,2024,,u,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,France,2024,10.7,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Ile de France,2024,9.4,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Centre — Val de Loire,2024,9.0,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Bourgogne-Franche-Comté,2024,10.9,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Bourgogne,2024,11.1,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Franche-Comté,2024,10.5,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Normandie,2024,12.3,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Basse-Normandie,2024,12.2,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Haute-Normandie,2024,12.4,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Hauts-de-France,2024,13.7,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Nord-Pas de Calais,2024,13.8,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Picardie,2024,13.5,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Grand Est,2024,12.5,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Alsace,2024,7.0,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Champagne-Ardenne,2024,14.2,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Lorraine,2024,16.8,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Pays de la Loire,2024,9.5,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Bretagne,2024,9.5,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Nouvelle-Aquitaine,2024,9.4,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Aquitaine,2024,8.7,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Limousin,2024,11.5,du,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Poitou-Charentes,2024,9.9,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Occitanie,2024,10.7,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Languedoc-Roussillon,2024,12.0,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Midi-Pyrénées,2024,9.4,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Auvergne-Rhône-Alpes,2024,9.3,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Auvergne,2024,10.7,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Rhône-Alpes,2024,9.1,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Provence-Alpes-Côte d’Azur,2024,9.9,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Corse,2024,17.7,du,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,RUP FR — Régions Ultrapériphériques Françaises,2024,19.8,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Guadeloupe,2024,17.8,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Martinique,2024,16.1,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Guyane,2024,28.5,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,La Réunion,2024,18.4,d,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Croatia,2024,8.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Hrvatska,2024,8.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Panonska Hrvatska,2024,10.9,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Jadranska Hrvatska,2024,8.1,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Kontinentalna Hrvatska (NUTS 2016),2024,,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Grad Zagreb,2024,3.4,u,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Sjeverna Hrvatska,2024,8.4,u,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Hungary,2024,10.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Közép-Magyarország,2024,5.4,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Közép-Magyarország (NUTS 2013),2024,,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Budapest,2024,4.9,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Pest,2024,6.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Dunántúl,2024,9.3,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Közép-Dunántúl,2024,6.3,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Nyugat-Dunántúl,2024,7.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Dél-Dunántúl,2024,15.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Alföld és Észak,2024,14.1,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Észak-Magyarország,2024,18.1,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Észak-Alföld,2024,15.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Dél-Alföld,2024,8.8,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Ireland,2024,5.8,b,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,"Border, Midland and Western (NUTS 2013)",2024,,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Southern and Eastern (NUTS 2013),2024,,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Northern and Western,2024,5.6,bu,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Southern,2024,5.1,b,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Eastern and Midland,2024,6.3,b,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Iceland,2024,4.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Ísland,2024,4.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Italy,2024,12.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Nord-Ovest,2024,9.1,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Piemonte,2024,9.1,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Valle d’Aosta/Vallée d’Aoste,2024,,u,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Liguria,2024,10.5,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Lombardia,2024,8.9,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Sud,2024,17.8,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Abruzzo,2024,12.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Molise,2024,14.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Campania,2024,19.4,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Puglia,2024,17.1,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Basilicata,2024,13.4,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Calabria,2024,19.3,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Isole,2024,17.9,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Sicilia,2024,19.5,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Sardegna,2024,12.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Nord-Est,2024,7.3,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Provincia Autonoma di Bolzano/Bozen,2024,6.1,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Provincia Autonoma di Trento,2024,6.9,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Veneto,2024,7.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Friuli-Venezia Giulia,2024,8.1,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Emilia-Romagna,2024,7.4,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Centro (IT),2024,9.7,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Toscana,2024,8.7,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Umbria,2024,7.5,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Marche,2024,8.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Lazio,2024,11.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Lithuania,2024,14.9,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Lietuva,2024,14.9,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Lietuva (NUTS 2013),2024,,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Sostinės regionas,2024,12.3,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Vidurio ir vakarų Lietuvos regionas,2024,16.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Luxembourg,2024,9.6,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Latvia,2024,9.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Latvija,2024,9.0,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Montenegro,2024,,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Crna Gora,2024,,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,North Macedonia,2024,18.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Severna Makedonija,2024,18.2,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Malta,2024,7.6,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Netherlands,2024,3.6,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Noord-Nederland,2024,3.9,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Groningen,2024,3.8,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Friesland (NL),2024,4.1,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Drenthe,2024,3.7,u,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Oost-Nederland,2024,3.7,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Overijssel,2024,4.4,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Gelderland,2024,3.5,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Flevoland,2024,3.0,u,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,West-Nederland,2024,3.4,,
ESTAT:EDAT_LFSE_22(1.0),16/04/26 23:00:00,Annual,Total,From 15 to 24 years,Neither formal nor non-formal education or training,Not employed persons,Percentage,Utrecht (NUTS 2021),2024,,,
